6.929646455628166279e+01 6.832478712096833062e-05 9.664766344660383223e-05
6.859300255857006334e+01 1.366804364178575806e-04 1.528618117412321056e-04
6.789698078707182560e+01 2.050972362682537459e-04 2.162669127262031356e-04
6.720863039818621587e+01 2.736043268989071320e-04 2.821275778592511902e-04
6.652818951391958535e+01 3.422291249995470554e-04 3.491370738279162889e-04
6.585590330410782656e+01 4.109967469728391669e-04 4.168249740457723629e-04
6.519202405202648265e+01 4.799294307144132241e-04 4.849905245581084606e-04
6.453681120105021307e+01 5.490459561157006764e-04 5.535380692232957272e-04
6.389053137985315090e+01 6.183610648555490970e-04 6.224178019598350202e-04
6.325345840347387849e+01 6.878848804934783014e-04 6.916007616081344201e-04
6.262587324740470507e+01 7.576223303965702420e-04 7.610668690079184888e-04
6.200806399170998162e+01 8.275725716208804554e-04 8.307985631736718645e-04
6.140032573203500732e+01 8.977284235231664964e-04 9.007770784540604803e-04
6.080296045424104534e+01 9.680758105941187274e-04 9.709800678112532257e-04
6.021627686929839030e+01 1.038593219772552569e-03 1.041379960522890655e-03
5.964059020499377795e+01 1.109251177311030125e-03 1.111942747597583110e-03
5.907622195096772089e+01 1.180011751103978834e-03 1.182627034197050470e-03
5.852349955359812839e+01 1.250828085243143326e-03 1.253383272582359303e-03
5.798275605729689630e+01 1.321643974411963610e-03 1.324153128897317955e-03
5.745432968889289782e+01 1.392393486546136946e-03 1.394868959489707584e-03
5.693856338194703426e+01 1.463000642944016494e-03 1.465453385626634816e-03
5.643580423808985103e+01 1.533379165675418992e-03 1.535818963489494343e-03
5.594640292279746063e+01 1.603432302674855569e-03 1.605867951375125570e-03
5.547071299343465256e+01 1.673052741275911923e-03 1.675492179228060341e-03
5.500909015790026757e+01 1.742122621105759517e-03 1.744573027609208019e-03
5.456189146281496249e+01 1.810513657169612921e-03 1.812981524311884024e-03
5.412947441089742995e+01 1.878087383571624622e-03 1.880578567253486091e-03
5.371219600798313820e+01 1.944695527600744100e-03 1.947215282099226978e-03
5.331041174104736058e+01 2.010180522821389346e-03 2.012733522363727417e-03
5.292447448959696743e+01 2.074376168320536066e-03 2.076966518512663763e-03
5.255473337388364996e+01 2.137108439355991235e-03 2.139739680866210077e-03
5.220153254455274805e+01 2.198196452319188532e-03 2.200871558905513527e-03
5.186520991955976001e+01 2.257453584179515502e-03 2.260174956927724337e-03
5.154609587543949090e+01 2.314688743444209915e-03 2.317458202922564273e-03
5.124451190127582834e+01 2.369707786196950834e-03 2.372526564109657225e-03
5.096076922496362727e+01 2.422315067040069648e-03 2.425183798856658801e-03
5.069516742254630515e+01 2.472315110852752861e-03 2.475233830790142704e-03
5.044799302251775686e+01 2.519514387304754282e-03 2.522482526931357858e-03
5.021951811795887721e+01 2.563723166165027007e-03 2.566739557773306014e-03
5.000999900019994726e+01 2.604757427765054794e-03 2.607820313514056573e-03
4.981967482832460092e+01 2.642440799674579833e-03 2.645547847333847014e-03
4.964876634922563881e+01 2.676606487882072626e-03 2.679754813811708464e-03
4.949747468305832854e+01 2.707099168696932862e-03 2.710285368477279282e-03
4.936598018878993344e+01 2.733776806343378180e-03 2.736996993225690716e-03
4.925444142409900650e+01 2.756512360911442684e-03 2.759762212004673605e-03
4.916299421312741913e+01 2.775195352050294131e-03 2.778470161896881650e-03
4.909175083453430943e+01 2.789733245574479558e-03 2.793027986509938852e-03
4.904079934095691584e+01 2.800052633001007003e-03 2.803362021448755747e-03
4.901020301937138157e+01 2.806100177891426156e-03 2.809418745526721679e-03
4.900000000000000000e+01 2.807843307637157906e-03 2.811165476172559734e-03
4.901020301937138157e+01 2.805270634851140307e-03 2.808590793059529637e-03
4.904079934095691584e+01 2.798392098627979722e-03 2.801704680134956514e-03
4.909175083453430943e+01 2.787238822391466600e-03 2.790538382741144727e-03
4.916299421312741913e+01 2.771862691626286995e-03 2.775143983154885075e-03
4.925444142409900650e+01 2.752335661247615976e-03 2.755593704386070496e-03
4.936598018878993344e+01 2.728748808461659622e-03 2.731978958227606561e-03
4.949747468305832854e+01 2.701211152495574998e-03 2.704409159119359682e-03
4.964876634922563881e+01 2.669848267339795540e-03 2.673010330189929621e-03
4.981967482832460092e+01 2.634800717502990258e-03 2.637923531723198808e-03
5.000999900019994726e+01 2.596222349627941642e-03 2.599303145160095172e-03
5.021951811795887721e+01 2.554278474603337203e-03 2.557315047537242047e-03
5.044799302251775686e+01 2.509143975527365622e-03 2.512134711980146783e-03
5.069516742254630515e+01 2.461001376576054615e-03 2.463945269552417217e-03
5.096076922496362727e+01 2.410038906583804753e-03 2.412935566497850966e-03
5.124451190127582834e+01 2.356448589070040279e-03 2.359298248815854763e-03
5.154609587543949090e+01 2.300424387682535512e-03 2.303227903323527663e-03
5.186520991955976001e+01 2.242160432728010962e-03 2.244919281035801135e-03
5.220153254455274805e+01 2.181849350783330362e-03 2.184565625000539028e-03
5.255473337388364996e+01 2.119680715482991952e-03 2.122357120818258239e-03
5.292447448959696743e+01 2.055839633608440731e-03 2.058479484107233679e-03
5.331041174104736058e+01 1.990505476695004269e-03 1.993112695280495512e-03
5.371219600798313820e+01 1.923850764637023356e-03 1.926429888300128235e-03
5.412947441089742995e+01 1.856040204303982576e-03 1.858596396664445984e-03
5.456189146281496249e+01 1.787229883050665347e-03 1.789768956843347568e-03
5.500909015790026757e+01 1.717566614261399572e-03 1.720095066765630178e-03
5.547071299343465256e+01 1.647187429740366816e-03 1.649712494823371090e-03
5.594640292279746063e+01 1.576219211856544691e-03 1.578748933225922147e-03
5.643580423808985103e+01 1.504778456866930373e-03 1.507321788440002574e-03
5.693856338194703426e+01 1.432971159756322001e-03 1.435538100930194849e-03
5.745432968889289782e+01 1.360892810217022644e-03 1.363494586526501663e-03
5.798275605729689630e+01 1.288628489011376310e-03 1.291277792600498868e-03
5.852349955359812839e+01 1.216253053873319907e-03 1.218964364025738488e-03
5.907622195096772089e+01 1.143831404269382828e-03 1.146621416987834248e-03
5.964059020499377795e+01 1.071418814711613257e-03 1.074307023741588379e-03
6.021627686929839030e+01 9.990613268528898954e-04 1.002070819570286941e-03
6.080296045424104534e+01 9.267961912595282020e-04 9.299547566959539234e-04
6.140032573203500732e+01 8.546523505108082194e-04 8.579940529637222193e-04
6.200806399170998162e+01 7.826509560875418966e-04 7.862184242343979229e-04
6.262587324740470507e+01 7.108059123536485851e-04 7.146537661732914673e-04
6.325345840347387849e+01 6.391244417814514025e-04 6.433246021596121262e-04
6.389053137985315090e+01 5.676076664025947027e-04 5.722579295838888750e-04
6.453681120105021307e+01 4.962512012652114902e-04 5.014898036320607818e-04
