1.000000000000000000e+00 1.000000000000000000e+00 6.832139843463668199e-05 6.833683333550760535e-05 -6.833683333550760535e-05
1.000000000000000000e+00 2.000000000000000000e+00 1.366736666710152107e-04 6.838284902348606129e-05 -1.367048239833232206e-04
1.000000000000000000e+00 3.000000000000000000e+00 2.050870964816088181e-04 6.845858240086027306e-05 -2.051345512869527654e-04
1.000000000000000000e+00 4.000000000000000000e+00 2.735908314727357568e-04 6.856259760669015208e-05 -2.736554464997985954e-04
1.000000000000000000e+00 5.000000000000000000e+00 3.422122916949891223e-04 6.869288270854831705e-05 -3.422952173426534249e-04
1.000000000000000000e+00 6.000000000000000000e+00 4.109765968898323909e-04 6.884684828565134219e-05 -4.110792710882040890e-04
1.000000000000000000e+00 7.000000000000000000e+00 4.799059882662918067e-04 6.902132605532827390e-05 -4.800301360301540972e-04
1.000000000000000000e+00 8.000000000000000000e+00 5.490192490004889387e-04 6.921256787884472487e-05 -5.491668814935897307e-04
1.000000000000000000e+00 9.000000000000000000e+00 6.183311240239812564e-04 6.941624555664721455e-05 -6.185045369168795269e-04
1.000000000000000000e+00 1.000000000000000000e+01 6.878517401137833678e-04 6.962745189603887497e-05 -6.880535109830982756e-04
1.000000000000000000e+00 1.100000000000000000e+01 7.575860278160590064e-04 6.984070360529793511e-05 -7.578190122993931285e-04
1.000000000000000000e+00 1.200000000000000000e+01 8.275331473243792381e-04 7.004994663614152409e-05 -8.278004737135948900e-04
1.000000000000000000e+00 1.300000000000000000e+01 8.976859210883420545e-04 7.024856465968226139e-05 -8.979909830151064755e-04
1.000000000000000000e+00 1.400000000000000000e+01 9.680302766437437608e-04 7.042939141771047172e-05 -9.683767234863960771e-04
1.000000000000000000e+00 1.500000000000000000e+01 1.038544703923762998e-03 7.058472773894397664e-05 -1.038936428544848549e-03
1.000000000000000000e+00 1.600000000000000000e+01 1.109199732121631714e-03 7.070636404604658740e-05 -1.109640855532358127e-03
1.000000000000000000e+00 1.700000000000000000e+01 1.179957432015856173e-03 7.078560920060214881e-05 -1.180452284558929392e-03
1.000000000000000000e+00 1.800000000000000000e+01 1.250770950522836012e-03 7.081332653630740756e-05 -1.251324049170430804e-03
1.000000000000000000e+00 1.900000000000000000e+01 1.321584085088470988e-03 7.077997791159131198e-05 -1.322200106469453200e-03
1.000000000000000000e+00 2.000000000000000000e+01 1.392330906346018636e-03 7.067567656769235644e-05 -1.393014655147960549e-03
1.000000000000000000e+00 2.100000000000000000e+01 1.462935438223855701e-03 7.049024950285184832e-05 -1.463691810662858710e-03
1.000000000000000000e+00 2.200000000000000000e+01 1.533311405351722332e-03 7.021330996380241440e-05 -1.534145347468442470e-03
1.000000000000000000e+00 2.300000000000000000e+01 1.603362058151460530e-03 6.983434050862884386e-05 -1.604278518776613245e-03
1.000000000000000000e+00 2.400000000000000000e+01 1.672980086368980020e-03 6.934278690748677757e-05 -1.673983964707155938e-03
1.000000000000000000e+00 2.500000000000000000e+01 1.742047631966434085e-03 6.872816291771924237e-05 -1.743143719873890699e-03
1.000000000000000000e+00 2.600000000000000000e+01 1.810436412204418505e-03 6.798016569713302617e-05 -1.811629331384431328e-03
1.000000000000000000e+00 2.700000000000000000e+01 1.878007963360700137e-03 6.708880130478107884e-05 -1.879302097867904114e-03
1.000000000000000000e+00 2.800000000000000000e+01 1.944614014813980662e-03 6.604451938593705693e-05 -1.946013439444660908e-03
1.000000000000000000e+00 2.900000000000000000e+01 2.010097002132574251e-03 6.483835575280070401e-05 -2.011605407477400423e-03
1.000000000000000000e+00 3.000000000000000000e+01 2.074290726319582071e-03 6.346208116338658209e-05 -2.075911341463909394e-03
1.000000000000000000e+00 3.100000000000000000e+01 2.137021164459347415e-03 6.190835417946966533e-05 -2.138756678527335784e-03
1.000000000000000000e+00 3.200000000000000000e+01 2.198107434678521401e-03 6.017087556470430455e-05 -2.199959918623109034e-03
1.000000000000000000e+00 3.300000000000000000e+01 2.257362915588756024e-03 5.824454128327215784e-05 -2.259333745820678307e-03
1.000000000000000000e+00 3.400000000000000000e+01 2.314596517245065717e-03 5.612559079710803533e-05 -2.316686302860367953e-03
