0.423650 0.673909 0.874166 1.033933 1.151249 1.227578 1.274229 1.307644 1.340672 1.375657 1.403664 1.409321 1.372580 1.258381 0.975474 0.311133 -0.523170 -0.841884 -0.852076 -0.620002 -0.002509 0.715915 1.120285 1.304945 1.376383 1.367090 1.263823 0.982380 0.308996 -0.534454 -0.891539 -0.984509 -0.998838 -0.949351 -0.689283 0.065827 0.848554 1.176624 1.274175 1.240383 1.050027 0.532304 -0.386090 -0.848749 -0.939211 -0.891103 -0.762391 -0.544484 -0.239488 0.108432
1.018970 1.127982 1.195727 1.232212 1.239304 1.218564 1.181363 1.157052 1.175849 1.237590 1.309342 1.355145 1.352619 1.276173 1.061754 0.536725 -0.324494 -0.780499 -0.877915 -0.789031 -0.435132 0.264689 0.881266 1.194689 1.327625 1.358307 1.300448 1.113963 0.661276 -0.128783 -0.681250 -0.878355 -0.898971 -0.766071 -0.324782 0.473066 1.021532 1.244008 1.306476 1.262792 1.085950 0.636936 -0.194818 -0.696719 -0.780317 -0.634295 -0.303884 0.151899 0.564035 0.844069
1.283536 1.322411 1.327133 1.295791 1.218164 1.077927 0.885962 0.737195 0.743519 0.909848 1.120166 1.262211 1.317752 1.287364 1.137998 0.747521 -0.042157 -0.669048 -0.869965 -0.877077 -0.727026 -0.265397 0.491964 1.022895 1.256908 1.339292 1.327597 1.221424 0.966231 0.464354 -0.135782 -0.469339 -0.494372 -0.223266 0.340012 0.887696 1.185440 1.311661 1.339026 1.285521 1.129456 0.784027 0.148278 -0.343037 -0.371896 -0.046468 0.430808 0.818723 1.061709 1.203369
1.404440 1.407442 1.371322 1.279873 1.088896 0.712953 0.184261 -0.187138 -0.197473 0.177151 0.740194 1.111787 1.267382 1.292376 1.201533 0.924875 0.283125 -0.496253 -0.833550 -0.914761 -0.880157 -0.650139 -0.003717 0.780569 1.164407 1.309776 1.339910 1.289433 1.155109 0.913790 0.591579 0.352077 0.349682 0.580998 0.901464 1.153509 1.297742 1.359898 1.356564 1.287433 1.134351 0.849194 0.399805 0.071095 0.177257 0.561225 0.914952 1.145892 1.285207 1.365691
1.458695 1.437251 1.365204 1.203490 0.838113 0.113997 -0.560681 -0.842848 -0.854189 -0.564103 0.201048 0.916649 1.211970 1.296009 1.253988 1.062704 0.578179 -0.253290 -0.765447 -0.925949 -0.952737 -0.851380 -0.397702 0.518982 1.065986 1.275042 1.336962 1.317494 1.236342 1.103807 0.948996 0.846651 0.868287 0.997765 1.156069 1.282490 1.357810 1.380524 1.347863 1.248527 1.055153 0.727796 0.320767 0.146033 0.400406 0.813267 1.104867 1.280811 1.385565 1.441599
1.475370 1.434193 1.326171 1.079940 0.502104 -0.391561 -0.872910 -1.022890 -1.029320 -0.842540 -0.158163 0.773152 1.178254 1.306298 1.299244 1.167275 0.812864 0.058100 -0.646844 -0.914475 -0.984283 -0.933437 -0.579758 0.349293 0.998056 1.246209 1.321777 1.309009 1.234628 1.116572 0.994168 0.937510 0.989265 1.110678 1.235596 1.328101 1.375675 1.371931 1.305314 1.145959 0.827344 0.317394 -0.135002 -0.194680 0.216558 0.786716 1.137199 1.323313 1.424254 1.471271
1.468833 1.409674 1.263237 0.919317 0.147720 -0.652687 -0.953984 -1.034569 -1.029483 -0.855210 -0.183965 0.768958 1.188359 1.328197 1.339470 1.246494 0.990890 0.395003 -0.435242 -0.851718 -0.970682 -0.921292 -0.550574 0.371373 0.998636 1.235042 1.298348 1.264459 1.148090 0.954859 0.754878 0.691362 0.821668 1.037102 1.212018 1.318067 1.360266 1.336458 1.224442 0.952154 0.388136 -0.290094 -0.635357 -0.620096 -0.198463 0.564617 1.073394 1.312206 1.426561 1.473141
1.446859 1.368845 1.178159 0.724040 -0.162327 -0.772083 -0.958484 -0.998189 -0.957376 -0.697879 0.079710 0.893929 1.237786 1.358510 1.372574 1.302638 1.117691 0.695508 -0.070927 -0.649424 -0.834994 -0.739084 -0.246523 0.595886 1.071488 1.245102 1.269785 1.180812 0.942765 0.510966 0.088659 -0.013235 0.277280 0.757485 1.099915 1.266455 1.321036 1.281073 1.108641 0.664556 -0.144668 -0.704937 -0.884758 -0.855116 -0.555942 0.220641 0.941662 1.267424 1.406962 1.457872
1.413354 1.312127 1.064163 0.483163 -0.399903 -0.829562 -0.937395 -0.928705 -0.789959 -0.329056 0.506049 1.068045 1.302057 1.387533 1.392315 1.331436 1.191559 0.913731 0.396849 -0.168425 -0.384431 -0.193731 0.358739 0.904772 1.176852 1.269106 1.239398 1.061070 0.600049 -0.161964 -0.634077 -0.712102 -0.432106 0.270385 0.908788 1.188468 1.271200 1.219626 0.979857 0.352132 -0.513353 -0.886594 -0.973058 -0.951479 -0.765327 -0.125829 0.776463 1.206341 1.376298 1.432346
1.370061 1.236156 0.905675 0.182707 -0.578836 -0.856763 -0.890577 -0.782028 -0.430751 0.254529 0.892489 1.217711 1.357488 1.403971 1.389191 1.321415 1.197620 1.003270 0.720287 0.433769 0.363062 0.563347 0.885600 1.139416 1.269614 1.296891 1.214338 0.937238 0.246769 -0.586014 -0.916716 -0.959811 -0.780295 -0.160853 0.708933 1.112477 1.228975 1.172898 0.882036 0.128729 -0.684890 -0.955115 -1.005107 -0.992653 -0.870555 -0.357465 0.632917 1.149682 1.344344 1.401603
