1.331776492069290480e-182 1.332750864420590157e-182 1.334930642729251809e-182 1.338307217056513072e-182 1.342867235091685881e-182 1.348592655263187578e-182 1.355460818650763536e-182 1.363444539404015350e-182 1.372512213294868175e-182 1.382627943955819464e-182 1.393751686282139165e-182 1.405839406404890219e-182 1.418843257573135488e-182 1.432711771218268850e-182 1.447390062411354713e-182 1.462820048865972893e-182 1.478940682584603642e-182 1.495688193196246846e-182 1.512996341987026922e-182 1.530796685584085133e-182 1.549018848216324623e-182 1.567590801443642143e-182 1.586439150219262042e-182 1.605489424127737953e-182 1.624666372624161027e-182 1.643894263088158264e-182 1.663097180499254179e-182 1.682199327538223276e-182 1.701125323922004885e-182 1.719800503787524078e-182 1.738151209952294290e-182 1.756105083896811839e-182 1.773591350335334159e-182 1.790541095267543940e-182 1.806887536433623653e-182 1.822566285129238100e-182 1.837515598374646819e-182 1.851676620473395722e-182 1.864993613040652789e-182 1.877414172628880719e-182 1.888889435129151836e-182 1.899374266179564945e-182 1.908827436867910415e-182 1.917211784073529253e-182 1.924494354853135238e-182 1.930646534336943226e-182 1.935644156664498377e-182 1.939467598554034309e-182 1.942101855164677226e-182 1.943536597977176715e-182 1.943766214485962370e-182 1.942789829562795744e-182 1.940611308420194172e-182 1.937239241170655980e-182 1.932686909045561094e-182 1.926972232405098775e-182 1.920117700737620074e-182 1.912150284913153184e-182 1.903101332021305246e-182 1.893006443188239491e-182 1.881905334830608396e-182 1.869841683866140721e-182 1.856862957460769774e-182 1.843020227950582109e-182 1.828367973633302847e-182 1.812963866178266203e-182 1.796868545455711043e-182 1.780145382635567393e-182 1.762860232452497151e-182 1.745081175577577431e-182 1.726878252077582944e-182 1.708323186980007959e-182 1.689489108995734122e-182 1.670450263481307844e-182 1.651281720749032799e-182 1.632059080855362971e-182 1.612858176016143370e-182 1.593754771811138272e-182 1.574824268349666702e-182 1.556141402574110221e-182 1.537779952878348121e-182 1.519812447213784152e-182 1.502309875846527743e-182 1.485341409915361069e-182 1.468974126921437793e-182 1.453272744257167181e-182 1.438299361853496489e-182 1.424113214991881624e-182 1.410770438289675015e-182 1.398323841825624095e-182 1.386822700325743182e-182 1.376312556279216525e-182 1.366835037799324511e-182 1.358427691985947177e-182 1.351123834484151531e-182 1.344952415868049712e-182 1.339937905410707880e-182 1.336100192729787759e-182 1.333454507725070292e-182 1.332011359148406387e-182
1.332519698587550536e-182 1.333495116293354738e-182 1.335676448621008524e-182 1.339055079834045247e-182 1.343617649769298111e-182 1.349346106974744804e-182 1.356217780657717402e-182 1.364205471148495844e-182 1.373277558506771676e-182 1.383398128822623353e-182 1.394527117689905760e-182 1.406620470258617782e-182 1.419630317204252178e-182 1.433505165886642770e-182 1.448190105908753236e-182 1.463627028227379528e-182 1.479754856913280836e-182 1.496509792607841464e-182 1.513825566677416327e-182 1.531633705025015333e-182 1.549863800482243600e-182 1.568443792672462445e-182 1.587300254209078365e-182 1.606358682070854207e-182 1.625543792979082394e-182 1.644779821589498089e-182 1.663990820304852681e-182 1.683100959512066740e-182 1.702034827050925954e-182 1.720717725729000247e-182 1.739075967710085782e-182 1.757037164620593424e-182 1.774530512239948748e-182 1.791487068666993390e-182 1.807840024884463762e-182 1.823524966677618662e-182 1.838480126900850673e-182 1.852646627127413012e-182 1.865968707762016931e-182 1.878393945743766195e-182 1.889873459017505798e-182 1.900362097004914887e-182 1.909818616362337305e-182 1.918205841370245365e-182 1.925490808359056750e-182 1.931644893637631600e-182 1.936643924453892378e-182 1.940468272581444656e-182 1.943102930191601510e-182 1.944537567736622979e-182 1.944766573637078776e-182 1.943789075633793037e-182 1.941608943732693491e-182 1.938234774738800219e-182 1.933679858443419345e-182 1.927962125596099718e-182 1.921104077859974270e-182 1.913132700015438258e-182 1.904079354742626744e-182 1.893979660377573853e-182 1.882873352100208030e-182 1.870804127074079182e-182 1.857819474117935814e-182 1.843970488547676493e-182 1.829311672883611911e-182 1.813900724172212545e-182 1.797798308723419528e-182 1.781067825113916746e-182 1.763775156353365220e-182 1.745988412154228981e-182 1.727777662286401704e-182 1.709214662035022784e-182 1.690372570813660699e-182 1.671325665015096958e-182 1.652149046208222148e-182 1.632918345811786422e-182 1.613709427393924738e-182 1.594598087760179683e-182 1.575659758002209460e-182 1.556969205684304313e-182 1.538600239345139705e-182 1.520625416487836082e-182 1.503115756222287993e-182 1.486140457709827862e-182 1.469766625541600007e-182 1.454059003158560296e-182 1.439079715392766014e-182 1.424888021176722679e-182 1.411540077429982640e-182 1.399088715090171606e-182 1.387583228209175980e-182 1.377069176984621142e-182 1.367588205542094558e-182 1.359177875225114499e-182 1.351871514087789513e-182 1.345698083219763840e-182 1.340682060464617653e-182 1.336843342021774918e-182 1.334197162348378205e-182 1.332754032701989646e-182
1.334433968163090469e-182 1.335411292636215228e-182 1.337595936709157817e-182 1.340979271840254961e-182 1.345547919432694316e-182 1.351283804043044921e-182 1.358164225424238547e-182 1.366161949107638793e-182 1.375245315151177973e-182 1.385378364604589194e-182 1.396520983168873243e-182 1.408629061455705130e-182 1.421654671183809429e-182 1.435546256583739878e-182 1.450248840220311540e-182 1.465704242383422951e-182 1.481851313143389375e-182 1.498626176116506300e-182 1.515962482940483828e-182 1.533791677417892381e-182 1.552043268248941054e-182 1.570645109242940832e-182 1.589523685870756104e-182 1.608604406998456722e-182 1.627811900625404667e-182 1.647070312438000032e-182 1.666303605983390351e-182 1.685435863265508584e-182 1.704391584568816357e-182 1.723095986322959406e-182 1.741475295834189151e-182 1.759457041726568629e-182 1.776970338957723554e-182 1.793946167299870783e-182 1.810317642207036010e-182 1.826020277023419207e-182 1.840992235525755075e-182 1.855174573833849683e-182 1.868511470768223340e-182 1.880950445781547275e-182 1.892442563641306849e-182 1.902942625094403522e-182 1.912409342800209074e-182 1.920805501876520544e-182 1.928098104462810019e-182 1.934258497766799703e-182 1.939262485123631927e-182 1.943090419661364111e-182 1.945727280232122439e-182 1.947162729334736766e-182 1.947391152821800384e-182 1.946411681251729485e-182 1.944228192814303897e-182 1.940849297826121930e-182 1.936288304860291508e-182 1.930563168642206632e-182 1.923696419910366950e-182 1.915715077507562573e-182 1.906650543033277083e-182 1.896538478452680916e-182 1.885418667120790750e-182 1.873334858742251960e-182 1.860334598847388671e-182 1.846469043423632702e-182 1.831792759397894402e-182 1.816363511719702886e-182 1.800242037846894275e-182 1.783491810484970034e-182 1.766178789477916401e-182 1.748371163791921488e-182 1.730139084574052808e-182 1.711554390305203954e-182 1.692690325100414372e-182 1.673621251239804192e-182 1.654422357039653012e-182 1.635169361195461954e-182 1.615938214747027643e-182 1.596804801829414147e-182 1.577844640383224809e-182 1.559132584002514631e-182 1.540742526099067485e-182 1.522747107557383226e-182 1.505217429045684939e-182 1.488222769134331344e-182 1.471830309354392534e-182 1.456104867305647895e-182 1.441108638895040503e-182 1.426900950753713078e-182 1.413538023843162600e-182 1.401072749218988079e-182 1.389554476874280184e-182 1.379028818533988573e-182 1.369537465216945522e-182 1.361118020323658486e-182 1.353803848945904034e-182 1.347623944028685194e-182 1.342602809946656560e-182 1.338760363985862399e-182 1.336111856147987213e-182 1.334667807618561237e-182
1.337511722086822605e-182 1.338491806860602919e-182 1.340681506878879042e-182 1.344072173839614725e-182 1.348650400206080886e-182 1.354398072529668593e-182 1.361292443646034536e-182 1.369306223448581541e-182 1.378407687865379266e-182 1.388560805589516381e-182 1.399725382038786581e-182 1.411857219948999563e-182 1.424908295936352515e-182 1.438826952298560621e-182 1.453558103262094255e-182 1.469043454824226536e-182 1.485221737283869246e-182 1.502028949504642868e-182 1.519398613907474773e-182 1.537262041148426380e-182 1.555548603400586873e-182 1.574186015126841414e-182 1.593100620203233043e-182 1.612217684230579367e-182 1.631461690854958920e-182 1.650756640905746437e-182 1.670026353152957314e-182 1.689194765483782962e-182 1.708186235301234514e-182 1.726925837955777097e-182 1.745339662033470178e-182 1.763355100341482410e-182 1.780901135453607315e-182 1.797908618704545902e-182 1.814310541551967066e-182 1.830042298259556798e-182 1.845041938892243995e-182 1.859250411656286710e-182 1.872611793661736549e-182 1.885073509232724337e-182 1.896586534941836546e-182 1.907105590598299443e-182 1.916589315475590471e-182 1.925000429122151413e-182 1.932305876158944675e-182 1.938476954529346952e-182 1.943489426730230934e-182 1.947323613617612847e-182 1.949964470446028060e-182 1.951401644867275648e-182 1.951629516681484573e-182 1.950647219201123820e-182 1.948458642156567492e-182 1.945072416139883134e-182 1.940501878651459132e-182 1.934765021881705813e-182 1.927884422427216808e-182 1.919887153207256262e-182 1.910804677912002446e-182 1.900672728378574104e-182 1.889531165354165333e-182 1.877423823167506248e-182 1.864398338890207662e-182 1.850505966627998381e-182 1.835801377638448875e-182 1.820342447026089091e-182 1.804190027817848814e-182 1.787407713271181129e-182 1.770061588313967978e-182 1.752219971059029999e-182 1.733953145376769923e-182 1.715333085546807750e-182 1.696433174043331011e-182 1.677327913539099709e-182 1.658092634239425133e-182 1.638803197679810971e-182 1.619535698139190064e-182 1.600366162834668199e-182 1.581370252073197930e-182 1.562622960540654157e-182 1.544198320909175184e-182 1.526169110939336682e-182 1.508606565244676655e-182 1.491580092872242318e-182 1.475157001834152348e-182 1.459402231701734296e-182 1.444378095345514774e-182 1.430144030871426556e-182 1.416756364765975216e-182 1.404268087220986912e-182 1.392728640562074114e-182 1.382183721654171659e-182 1.372675099102728542e-182 1.364240446010497509e-182 1.356913188987639783e-182 1.350722374047286254e-182 1.345692549950066258e-182 1.341843669489731831e-182 1.339191009138174841e-182 1.337745107392206892e-182
1.341740760844360542e-182 1.342724448184315833e-182 1.344920927845108120e-182 1.348321524889262447e-182 1.352912792450850156e-182 1.358676565215709407e-182 1.365590031828551126e-182 1.373625825929998274e-182 1.382752135448488839e-182 1.392932829695552095e-182 1.404127603738650146e-182 1.416292139453913356e-182 1.429378282592017466e-182 1.443334235124493394e-182 1.458104762075220448e-182 1.473631411983013350e-182 1.489852750086333282e-182 1.506704603270488824e-182 1.524120315771385075e-182 1.542031014588224325e-182 1.560365883520582708e-182 1.579052444713217306e-182 1.598016846564826953e-182 1.617184156834898804e-182 1.636478659765763947e-182 1.655824156025025639e-182 1.675144264266687369e-182 1.694362723107461840e-182 1.713403692317873686e-182 1.732192052035797381e-182 1.750653698822846564e-182 1.768715837401473539e-182 1.786307266932545802e-182 1.803358660719425263e-182 1.819802838254993811e-182 1.835575028562394164e-182 1.850613123818434326e-182 1.864857922290210806e-182 1.878253359660545873e-182 1.890746727865921154e-182 1.902288880621560033e-182 1.912834424861951071e-182 1.922341897381160062e-182 1.930773926015491609e-182 1.938097374771277985e-182 1.944283472362518013e-182 1.949307923686510593e-182 1.953151003830406511e-182 1.955797634267410315e-182 1.957237440968075506e-182 1.957464794219502223e-182 1.956478830013071140e-182 1.954283452929464017e-182 1.950887320517850581e-182 1.946303809234239478e-182 1.940550962071653699e-182 1.933651418082105650e-182 1.925632324056885597e-182 1.916525228697376650e-182 1.906365959673283137e-182 1.895194484028575072e-182 1.883054752457462282e-182 1.869994528033099881e-182 1.856065200030355409e-182 1.841321583540612333e-182 1.825821705631009594e-182 1.809626578852683412e-182 1.792799962952072860e-182 1.775408115686237014e-182 1.757519533686961355e-182 1.739204684359244538e-182 1.720535729837208016e-182 1.701586244054441073e-182 1.682430924016139233e-182 1.663145296386856204e-182 1.643805420530182162e-182 1.624487589155005757e-182 1.605268027737068864e-182 1.586222593894148400e-182 1.567426477898290740e-182 1.548953905509016580e-182 1.530877844307147942e-182 1.513269714699899084e-182 1.496199106754085830e-182 1.479733503995590515e-182 1.463938015289831280e-182 1.448875115889661600e-182 1.434604398704153779e-182 1.421182336804083242e-182 1.408662058137707428e-182 1.397093133383850796e-182 1.386521377818427546e-182 1.376988668015627078e-182 1.368532774146185962e-182 1.361187208572784658e-182 1.354981091376852396e-182 1.349939033382216422e-182 1.346081037169440844e-182 1.343422416500639104e-182 1.341973734498376080e-182
1.347104313095664056e-182 1.348092430661526303e-182 1.350297386272113291e-182 1.353710471587005850e-182 1.358318190180356954e-182 1.364102311221026549e-182 1.371039942147573959e-182 1.379103620039971816e-182 1.388261421311408575e-182 1.398477089266838511e-182 1.409710179000254682e-182 1.421916219030528221e-182 1.435046889006285537e-182 1.449050212744039714e-182 1.463870765801048282e-182 1.479449896725258825e-182 1.495725961069661638e-182 1.512634567207486427e-182 1.530108832938248900e-182 1.548079651832857693e-182 1.566475968228919325e-182 1.585225059755215793e-182 1.604252826237190137e-182 1.623484083813112921e-182 1.642842863073633900e-182 1.662252710025486190e-182 1.681636988673310670e-182 1.700919184011801180e-182 1.720023204223614133e-182 1.738873680886615188e-182 1.757396266006935410e-182 1.775517924711910156e-182 1.793167222459051161e-182 1.810274605643610001e-182 1.826772674517915086e-182 1.842596447370179587e-182 1.857683614948833689e-182 1.871974784160273466e-182 1.885413710113148463e-182 1.897947515630604426e-182 1.909526897403073795e-182 1.920106318008073771e-182 1.929644183079682682e-182 1.938103002968832444e-182 1.945449538295934733e-182 1.951654928859490694e-182 1.956694805427964925e-182 1.960549384007135053e-182 1.963203542241126575e-182 1.964646877672219386e-182 1.964873747652024139e-182 1.963883290764632371e-182 1.961679429690582499e-182 1.958270855508796921e-182 1.953670993501857879e-182 1.947897950597843329e-182 1.940974444649360534e-182 1.932927715817094439e-182 1.923789420391049866e-182 1.913595507447438580e-182 1.902386078802734982e-182 1.890205232788563142e-182 1.877100892431612491e-182 1.863124618681552594e-182 1.848331409386661488e-182 1.832779484771527439e-182 1.816530060223413709e-182 1.799647107243592960e-182 1.782197103466924180e-182 1.764248772696988519e-182 1.745872815945022333e-182 1.727141634498493838e-182 1.708129046079306165e-182 1.688909995182071009e-182 1.669560258709524829e-182 1.650156148044765573e-182 1.630774208718479310e-182 1.611490918843474761e-182 1.592382387498588437e-182 1.573524054249218297e-182 1.554990390992291692e-182 1.536854607309303501e-182 1.519188360502083576e-182 1.502061471472179037e-182 1.485541647586096941e-182 1.469694213645151974e-182 1.454581852050417744e-182 1.440264353220181502e-182 1.426798377279608212e-182 1.414237228000019904e-182 1.402630639918446617e-182 1.392024579517117759e-182 1.382461061287458320e-182 1.373977979444165369e-182 1.366608955992337773e-182 1.360383205784636367e-182 1.355325419136348511e-182 1.351455662494355091e-182 1.348789297581648183e-182 1.347336919362565188e-182
1.353581103141870787e-182 1.354574460713370320e-182 1.356789554422163442e-182 1.360217635891925064e-182 1.364845149105645682e-182 1.370653784327373758e-182 1.377620551100961365e-182 1.385717870026208855e-182 1.394913682933905875e-182 1.405171581004125353e-182 1.416450950297114508e-182 1.428707134093589012e-182 1.441891611371525671e-182 1.455952190680001401e-182 1.470833218607544894e-182 1.486475801983112788e-182 1.502818042892512513e-182 1.519795285541986424e-182 1.537340373954086725e-182 1.555383919438975618e-182 1.573854576747152986e-182 1.592679327777321069e-182 1.611783771685898971e-182 1.631092420222551320e-182 1.650528997099082237e-182 1.670016740187184089e-182 1.689478705333757654e-182 1.708838070580883254e-182 1.728018439580834384e-182 1.746944143004825597e-182 1.765540536757217324e-182 1.783734295824709434e-182 1.801453702612272758e-182 1.818628928644249696e-182 1.835192308539830214e-182 1.851078605206902343e-182 1.866225265236842002e-182 1.880572663524893341e-182 1.894064336186276793e-182 1.906647200886672053e-182 1.918271763757189415e-182 1.928892312118011006e-182 1.938467092291371016e-182 1.946958471843221115e-182 1.954333085653563219e-182 1.960561965277770700e-182 1.965620651125089847e-182 1.969489287045634532e-182 1.972152696983422618e-182 1.973600443420046845e-182 1.973826867401308130e-182 1.972831110007322913e-182 1.970617115195017535e-182 1.967193614010464572e-182 1.962574090236836434e-182 1.956776727611843324e-182 1.949824338816048080e-182 1.941744276500347201e-182 1.932568326686910791e-182 1.922332584942802684e-182 1.911077315789274398e-182 1.898846795872015987e-182 1.885689141478343383e-182 1.871656121046270541e-182 1.856802953367326317e-182 1.841188092239791304e-182 1.824872998381443158e-182 1.807921899460831748e-182 1.790401539153185029e-182 1.772380916171361028e-182 1.753931014263294855e-182 1.735124524205227599e-182 1.716035558854301490e-182 1.696739362354754796e-182 1.677312014618717089e-182 1.657830132225439354e-182 1.638370566901361675e-182 1.619010102757771240e-182 1.599825153472645063e-182 1.580891460608603175e-182 1.562283794259524141e-182 1.544075657214293178e-182 1.526338993817234246e-182 1.509143904691044858e-182 1.492558368469395108e-182 1.476647971662893215e-182 1.461475647753759703e-182 1.447101426581454509e-182 1.433582195043664323e-182 1.420971470094654410e-182 1.409319184976077579e-182 1.398671489564164609e-182 1.389070565661895611e-182 1.380554458005541931e-182 1.373156921692083933e-182 1.366907286667714253e-182 1.361830339848249129e-182 1.357946225370013855e-182 1.355270363395092690e-182 1.353813387817959534e-182
1.361145436593027177e-182 1.362144822872473565e-182 1.364371676046019520e-182 1.367817201229424130e-182 1.372467773022798618e-182 1.378304989714673767e-182 1.385305746659068635e-182 1.393442328524215511e-182 1.402682520032217597e-182 1.412989734731345204e-182 1.424323161267177629e-182 1.436637926545878490e-182 1.449885275112743901e-182 1.464012764002276371e-182 1.478964472252572420e-182 1.494681224217197213e-182 1.511100825752084453e-182 1.528158312303707038e-182 1.545786207877917608e-182 1.563914793826739812e-182 1.582472386353060023e-182 1.601385621600828540e-182 1.620579747171104939e-182 1.639978918882067825e-182 1.659506501574171342e-182 1.679085372749733982e-182 1.698638227829616538e-182 1.718087885808049105e-182 1.737357594090155266e-182 1.756371331305150576e-182 1.775054106901436772e-182 1.793332256347778097e-182 1.811133730787243135e-182 1.828388380017462431e-182 1.845028227701813928e-182 1.860987737751201622e-182 1.876204070854900018e-182 1.890617330181357077e-182 1.904170795315553790e-182 1.916811143548359271e-182 1.928488657685064391e-182 1.939157419594593617e-182 1.948775488777710308e-182 1.957305065291449008e-182 1.964712636427924468e-182 1.970969106608267613e-182 1.976049910016567896e-182 1.979935105564070144e-182 1.982609453840347340e-182 1.984062475775447093e-182 1.984288492804992615e-182 1.983286648398581556e-182 1.981060910880488726e-182 1.977620057540404481e-182 1.972977640100454693e-182 1.967151931673085086e-182 1.960165855412066327e-182 1.952046895126020876e-182 1.942826988190013132e-182 1.932542401155956564e-182 1.921233588526473579e-182 1.908945035219393537e-182 1.895725083310969786e-182 1.881625743705029236e-182 1.866702493432457504e-182 1.851014059340381766e-182 1.834622188983100365e-182 1.817591409576907191e-182 1.799988775928313058e-182 1.781883608289637243e-182 1.763347221137254198e-182 1.744452643905798603e-182 1.725274334746152236e-182 1.705887888405891524e-182 1.686369739357866951e-182 1.666796861325555384e-182 1.647246464372647866e-182 1.627795690738784080e-182 1.608521310613392002e-182 1.589499419045014634e-182 1.570805135184272894e-182 1.552512305054606464e-182 1.534693209036091673e-182 1.517418275233925692e-182 1.500755799884544962e-182 1.484771675928841104e-182 1.469529130853543796e-182 1.455088474868654608e-182 1.441506860450863969e-182 1.428838054240318285e-182 1.417132222231036518e-182 1.406435729143862323e-182 1.396790952815269231e-182 1.388236114375863427e-182 1.380805124929189739e-182 1.374527449374859094e-182 1.369427987950198900e-182 1.365526975992028660e-182 1.362839902345021031e-182 1.361377446765827116e-182
1.369767303871921656e-182 1.370773483376236547e-182 1.373013670149316960e-182 1.376479016513687174e-182 1.381155818173423727e-182 1.387025568740153543e-182 1.394065033541496649e-182 1.402246342408618677e-182 1.411537101059644250e-182 1.421900520617575207e-182 1.433295564725370552e-182 1.445677113647428627e-182 1.458996144676122166e-182 1.473199928094718944e-182 1.488232237884177427e-182 1.504033576301315205e-182 1.520541411399921325e-182 1.537690426514789043e-182 1.555412780681583247e-182 1.573638378923115813e-182 1.592295151295133364e-182 1.611309339552274413e-182 1.630605790267464926e-182 1.650108253215847230e-182 1.669739683817322057e-182 1.689422548420004726e-182 1.709079131200305603e-182 1.728631841453883117e-182 1.748003520055361036e-182 1.767117743873283544e-182 1.785899126940256036e-182 1.804273617196413623e-182 1.822168787647086461e-182 1.839514120802693163e-182 1.856241285300219230e-182 1.872284403641002503e-182 1.887580310018664132e-182 1.902068797253734711e-182 1.915692851897588125e-182 1.928398876617419377e-182 1.940136899026097302e-182 1.950860766175345040e-182 1.960528323987830453e-182 1.969101580962987682e-182 1.976546855552609570e-182 1.982834906665141462e-182 1.987941046822032775e-182 1.991845237555156313e-182 1.994532166701041221e-182 1.995991307315226024e-182 1.996216957998251704e-182 1.995208264493468618e-182 1.992969222485702057e-182 1.989508661598796539e-182 1.984840210658836575e-182 1.978982244358353095e-182 1.971957811524806708e-182 1.963794545263920344e-182 1.954524555314887076e-182 1.944184303019870339e-182 1.932814459374332269e-182 1.920459746687530724e-182 1.907168764443630713e-182 1.892993800013273485e-182 1.877990624922838030e-182 1.862218277443902261e-182 1.845738832318262214e-182 1.828617158484293042e-182 1.810920665717998108e-182 1.792719041146832681e-182 1.774083976635947693e-182 1.755088888084768393e-182 1.735808627706597518e-182 1.716319190395006724e-182 1.696697415308023504e-182 1.677020683824301057e-182 1.657366615044479746e-182 1.637812760025609785e-182 1.618436295946699611e-182 1.599313721409044326e-182 1.580520554075874828e-182 1.562131031851972695e-182 1.544217818795115698e-182 1.526851716937564851e-182 1.510101385177167372e-182 1.494033066374160770e-182 1.478710323761264685e-182 1.464193787741409440e-182 1.450540914109315306e-182 1.437805754690444136e-182 1.426038741343535440e-182 1.415286484221282499e-182 1.405591585127852388e-182 1.396992466752144718e-182 1.389523218492104354e-182 1.383213459518388896e-182 1.378088219655489347e-182 1.374167838585307877e-182 1.371467883802602530e-182 1.369999087673910902e-182
1.379412501112609429e-182 1.380426211166988591e-182 1.382681252192083491e-182 1.386168717643489792e-182 1.390874815132530397e-182 1.396780921312492938e-182 1.403863656169775729e-182 1.412094976414363420e-182 1.421442287583555070e-182 1.431868574394149837e-182 1.443332548801769640e-182 1.455788815152023225e-182 1.469188051737146497e-182 1.483477208003933477e-182 1.498599716594525164e-182 1.514495719341213189e-182 1.531102306280147190e-182 1.548353766696924530e-182 1.566181851169717866e-182 1.584516043533026282e-182 1.603283841647518119e-182 1.622411045828822430e-182 1.641822053760695879e-182 1.661440160695759129e-182 1.681187863729992308e-182 1.700987168925472946e-182 1.720759900049309092e-182 1.740428007695409647e-182 1.759913877559549281e-182 1.779140636646939672e-182 1.798032456205249761e-182 1.816514850194449203e-182 1.834514968127863935e-182 1.851961881146290619e-182 1.868786860218673440e-182 1.884923645398506147e-182 1.900308705104632360e-182 1.914881484438134318e-182 1.928584641593434715e-182 1.941364271471224882e-182 1.953170115653271003e-182 1.963955757954129530e-182 1.973678804822294199e-182 1.982301049922866066e-182 1.989788622295411435e-182 1.996112117543885040e-182 2.001246711580235074e-182 2.005172256509309799e-182 2.007873358309685509e-182 2.009339436032913993e-182 2.009564762312205403e-182 2.008548485040445444e-182 2.006294630146670935e-182 2.002812085469287052e-182 1.998114565793424303e-182 1.992220559188556464e-182 1.985153254850756257e-182 1.976940452721527500e-182 1.967614455221828493e-182 1.957211941505559995e-182 1.945773824701198327e-182 1.933345092673285342e-182 1.919974632896872813e-182 1.905715042097703566e-182 1.890622421368550026e-182 1.874756157527691308e-182 1.858178691538668081e-182 1.840955274861108279e-182 1.823153714650321755e-182 1.804844108768352648e-182 1.786098571611035536e-182 1.766990951794151401e-182 1.747596542776817102e-182 1.727991787531615833e-182 1.708253978398441594e-182 1.688460953282488534e-182 1.668690789376044223e-182 1.649021495598645348e-182 1.629530704960516741e-182 1.610295368059991805e-182 1.591391448926636511e-182 1.572893624418006826e-182 1.554874988369285668e-182 1.537406761681415504e-182 1.520558009514749724e-182 1.504395366731692160e-182 1.488982772703246751e-182 1.474381216561042411e-182 1.460648493938122777e-182 1.447838976198878575e-182 1.436003393110974219e-182 1.425188629860165286e-182 1.415437539252736257e-182 1.406788769890107411e-182 1.399276611036169891e-182 1.392930854830470057e-182 1.387776676429654362e-182 1.383834532586001525e-182 1.381120079095736410e-182 1.379644107471431761e-182
