0.002561 -0.004791 -0.006313 -0.000688 0.008928 0.016730 0.017845 0.011365 0.000870 -0.007864 -0.010454 -0.006428 0.000882 0.006820 0.008473 0.006315 0.003466 0.003268 0.006869 0.012402 0.016213 0.015258 0.009106 0.000301 -0.007096 -0.009865 -0.007410 -0.001961 0.002811 0.003808 -0.000057 -0.007672 -0.016598 -0.024242 -0.028643 -0.028735 -0.024398 -0.016571 -0.007352 0.000382 0.004041 0.002716 -0.002002 -0.006551 -0.007276 -0.002659 0.005498 0.012888 0.015217 0.010957
0.000795 -0.005184 -0.004489 0.003394 0.014475 0.022500 0.022676 0.014574 0.002424 -0.007412 -0.010176 -0.005333 0.003516 0.011145 0.013932 0.011740 0.007433 0.004583 0.004998 0.007647 0.009539 0.007859 0.001909 -0.006332 -0.013324 -0.015986 -0.013376 -0.007101 -0.000399 0.003450 0.002470 -0.003452 -0.012764 -0.022849 -0.030731 -0.033864 -0.031009 -0.022952 -0.012600 -0.003991 -0.000418 -0.002601 -0.008081 -0.012450 -0.011863 -0.005406 0.004174 0.011963 0.013815 0.008985
-0.004967 -0.009605 -0.006788 0.003065 0.015205 0.023204 0.022680 0.013842 0.001368 -0.008324 -0.010727 -0.005593 0.003355 0.010967 0.013756 0.011610 0.007246 0.004010 0.003574 0.004987 0.005543 0.002757 -0.003863 -0.012350 -0.019297 -0.021664 -0.018299 -0.010414 -0.000968 0.006559 0.009373 0.006204 -0.002315 -0.013677 -0.024083 -0.029676 -0.028196 -0.020308 -0.009687 -0.001437 0.000580 -0.004007 -0.011732 -0.017242 -0.016489 -0.009203 0.000881 0.008249 0.008974 0.003171
-0.010475 -0.014558 -0.010822 -0.000510 0.011198 0.018168 0.016826 0.008134 -0.003089 -0.011014 -0.012084 -0.006747 0.001264 0.007469 0.009303 0.007282 0.004110 0.002532 0.003416 0.005257 0.005308 0.001490 -0.006140 -0.015232 -0.022278 -0.024294 -0.020101 -0.010695 0.001216 0.012129 0.018740 0.018885 0.012352 0.001339 -0.009919 -0.016684 -0.015985 -0.008457 0.001571 0.008195 0.007279 -0.000974 -0.011972 -0.019403 -0.019049 -0.011343 -0.001055 0.005669 0.005076 -0.001948
-0.011352 -0.015727 -0.012639 -0.003934 0.005246 0.009631 0.006911 -0.001084 -0.009679 -0.014231 -0.012774 -0.006861 -0.000236 0.003668 0.003769 0.001663 0.000195 0.001333 0.004767 0.008076 0.008286 0.003757 -0.004738 -0.014312 -0.021334 -0.023008 -0.018343 -0.008268 0.004818 0.017688 0.026983 0.030065 0.026070 0.016744 0.006310 -0.000159 0.000599 0.007854 0.016817 0.021149 0.016790 0.004686 -0.009474 -0.018558 -0.018320 -0.009934 0.000842 0.007278 0.005756 -0.002249
-0.005997 -0.010890 -0.009465 -0.004002 0.000825 0.001134 -0.003721 -0.010909 -0.016077 -0.016151 -0.011183 -0.004139 0.001126 0.002336 0.000112 -0.002642 -0.002797 0.000885 0.006887 0.011837 0.012510 0.007699 -0.001130 -0.010635 -0.017226 -0.018524 -0.013953 -0.004505 0.007798 0.020322 0.030138 0.034643 0.032636 0.025402 0.016817 0.011787 0.013456 0.020886 0.029027 0.031468 0.024490 0.009790 -0.006099 -0.015578 -0.014591 -0.005025 0.006602 0.013239 0.011490 0.003249
0.003194 -0.001499 -0.001596 0.000209 -0.000056 -0.004588 -0.012142 -0.018792 -0.020529 -0.015921 -0.007122 0.001394 0.005553 0.004104 -0.000742 -0.004813 -0.004610 0.000570 0.008268 0.014381 0.015544 0.010939 0.002558 -0.006045 -0.011583 -0.012339 -0.008358 -0.000816 0.008668 0.018272 0.025911 0.029506 0.027919 0.022123 0.015504 0.012463 0.015716 0.024034 0.032267 0.034191 0.026541 0.011572 -0.003804 -0.012027 -0.009495 0.001323 0.013601 0.020470 0.019035 0.011532
0.011203 0.008175 0.007850 0.006994 0.002305 -0.006746 -0.017065 -0.023651 -0.022737 -0.014288 -0.002262 0.007558 0.010845 0.007114 -0.000208 -0.005959 -0.006301 -0.000822 0.007468 0.014088 0.015698 0.011801 0.004680 -0.002176 -0.006012 -0.005936 -0.002730 0.002147 0.007422 0.012144 0.015299 0.015692 0.012635 0.007039 0.001825 0.000734 0.005883 0.015702 0.025070 0.028097 0.021954 0.009137 -0.003625 -0.009366 -0.005177 0.006114 0.017958 0.024326 0.023235 0.017295
0.013531 0.013766 0.015064 0.013471 0.006139 -0.006112 -0.018673 -0.025645 -0.023367 -0.012744 0.001068 0.011446 0.013926 0.008501 -0.000679 -0.007894 -0.009116 -0.004053 0.004095 0.010799 0.012874 0.010057 0.004713 0.000084 -0.001685 -0.000499 0.002150 0.004473 0.005416 0.004763 0.002535 -0.001443 -0.007176 -0.013589 -0.018120 -0.017709 -0.010891 0.000450 0.011340 0.016334 0.012996 0.003759 -0.005323 -0.008334 -0.003227 0.007056 0.016797 0.021403 0.020200 0.016244
0.009072 0.013551 0.017963 0.017578 0.009745 -0.003847 -0.017630 -0.025161 -0.022822 -0.011955 0.001811 0.011637 0.013158 0.006644 -0.003505 -0.011465 -0.013243 -0.008605 -0.000726 0.006002 0.008582 0.006876 0.003208 0.000557 0.000615 0.002928 0.005505 0.006265 0.004201 -0.000470 -0.006978 -0.014648 -0.022812 -0.030155 -0.034397 -0.033100 -0.025409 -0.013423 -0.001813 0.004583 0.003757 -0.002060 -0.007765 -0.008746 -0.003897 0.003895 0.010072 0.011804 0.009908 0.007915
0.000778 0.009298 0.017156 0.019048 0.012397 -0.000717 -0.014406 -0.022175 -0.020538 -0.010908 0.001244 0.009447 0.009718 0.002517 -0.007828 -0.015731 -0.017426 -0.012760 -0.004837 0.002089 0.005110 0.004080 0.001243 -0.000529 0.000356 0.003334 0.006272 0.006928 0.004184 -0.001691 -0.009654 -0.018592 -0.027440 -0.034763 -0.038555 -0.036934 -0.029533 -0.018512 -0.008029 -0.002101 -0.002141 -0.006044 -0.009660 -0.009702 -0.005996 -0.001352 0.000834 -0.000585 -0.003444 -0.003840
-0.006343 0.004697 0.014871 0.018773 0.013991 0.002673 -0.009554 -0.016680 -0.015588 -0.007653 0.002172 0.008157 0.006914 -0.000902 -0.011150 -0.018608 -0.019795 -0.014665 -0.006306 0.001014 0.004269 0.003146 -0.000193 -0.002747 -0.002598 0.000084 0.003441 0.005261 0.004227 0.000315 -0.005658 -0.012670 -0.019685 -0.025404 -0.028173 -0.026594 -0.020633 -0.012310 -0.005062 -0.001862 -0.003307 -0.007211 -0.010165 -0.010039 -0.007519 -0.005434 -0.006326 -0.010111 -0.013722 -0.013125
-0.008578 0.002554 0.012812 0.017305 0.014051 0.005135 -0.004472 -0.009693 -0.008101 -0.001147 0.006749 0.010667 0.007868 -0.000762 -0.011211 -0.018506 -0.019331 -0.013682 -0.004706 0.003118 0.006400 0.004478 -0.000579 -0.005464 -0.007598 -0.006369 -0.003023 0.000461 0.002583 0.002836 0.001461 -0.001046 -0.004090 -0.006792 -0.007951 -0.006579 -0.002802 0.001695 0.004357 0.003374 -0.000915 -0.006049 -0.009103 -0.008845 -0.006697 -0.005648 -0.007825 -0.012549 -0.016444 -0.015639
