1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+01 1.142341325625746158e-06 -1.142722959385071598e-06 -1.142722959385071598e-06 2.023978672585338885e-10
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+01 2.285445918770143197e-06 -2.286217153012227439e-06 -1.143864443297505973e-06 4.046372140473593137e-10
1.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+01 3.430070212220757893e-06 -3.431240564715468448e-06 -1.145749082166302695e-06 6.065576924009494962e-10
1.000000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+01 4.576944083102748586e-06 -4.578537486891437916e-06 -1.148353270853317283e-06 8.080017652334601532e-10
1.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+01 5.726776753927392458e-06 -5.728812332702060241e-06 -1.151640004835320568e-06 1.008806432315071712e-09
1.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+01 6.880224092773389723e-06 -6.882741830661517157e-06 -1.155565156045377906e-06 1.208814327744663254e-09
1.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+01 8.037907066018148270e-06 -8.040935841063869094e-06 -1.160070977980315045e-06 1.407859044453480034e-09
1.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+01 9.200366048734019814e-06 -9.203961990969955920e-06 -1.165092285089246716e-06 1.605782657577218251e-09
1.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+01 1.036809163619664170e-05 -1.037229353039724895e-05 -1.170550005720920833e-06 1.802414717741201067e-09
1.000000000000000000e+00 1.000000000000000000e+01 5.000000000000000000e+01 1.154146606017586148e-05 -1.154634621653547118e-05 -1.176357273782827626e-06 1.997596140537489118e-09
1.000000000000000000e+00 1.100000000000000000e+01 5.000000000000000000e+01 1.272080618376229695e-05 -1.272641336450677263e-05 -1.182413095751209449e-06 2.191151963430879523e-09
1.000000000000000000e+00 1.200000000000000000e+01 5.000000000000000000e+01 1.390629225167828038e-05 -1.391271482077295714e-05 -1.188608377161030429e-06 2.382921514853260749e-09
1.000000000000000000e+00 1.300000000000000000e+01 5.000000000000000000e+01 1.509802293808435781e-05 -1.510531950902115927e-05 -1.194819783192413971e-06 2.572725053484030292e-09
1.000000000000000000e+00 1.400000000000000000e+01 5.000000000000000000e+01 1.629593181806310832e-05 -1.630420639221400711e-05 -1.200915736668731797e-06 2.760400103822232588e-09
1.000000000000000000e+00 1.500000000000000000e+01 5.000000000000000000e+01 1.749985441142182141e-05 -1.750917498670032229e-05 -1.206750564668513829e-06 2.945762119726613813e-09
1.000000000000000000e+00 1.600000000000000000e+01 5.000000000000000000e+01 1.870943294740013598e-05 -1.871991830007828703e-05 -1.212170518061379403e-06 3.128646846876207191e-09
1.000000000000000000e+00 1.700000000000000000e+01 5.000000000000000000e+01 1.992419544754458021e-05 -1.993592198424878895e-05 -1.217008307766328617e-06 3.308865174723316029e-09
1.000000000000000000e+00 1.800000000000000000e+01 5.000000000000000000e+01 2.114344956293279321e-05 -2.115654934929262022e-05 -1.221089206633303733e-06 3.486251360062105021e-09
1.000000000000000000e+00 1.900000000000000000e+01 5.000000000000000000e+01 2.236637386081118768e-05 -2.238093004355714452e-05 -1.224226086153364673e-06 3.660612252980277289e-09
