1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+01 1.138952305093988802e-06 -1.139338153177389935e-06 -1.139338153177389935e-06 1.985908133339356633e-10
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+01 2.278676306354779870e-06 -2.279454354330104580e-06 -1.140488557936115638e-06 3.970307632944791211e-10
1.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+01 3.419929420966220289e-06 -3.421112386759941430e-06 -1.142386306447338370e-06 5.951645287606075331e-10
1.000000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+01 4.563448919249456610e-06 -4.565055906160496288e-06 -1.145006174586556974e-06 7.928363527920943897e-10
1.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+01 5.709941770139334237e-06 -5.711998293550407260e-06 -1.148312734595700810e-06 9.898898370232729941e-10
1.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+01 6.860074388440858230e-06 -6.862612407372960421e-06 -1.152260244007173265e-06 1.186167745627001699e-09
1.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+01 8.014462258153680767e-06 -8.017520208156849680e-06 -1.156792511907176231e-06 1.381511821935418958e-09
1.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+01 9.173659412255210692e-06 -9.177282235220675198e-06 -1.161842749446577368e-06 1.575762620684644606e-09
1.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+01 1.033814775704683550e-05 -1.034238692260404044e-05 -1.167333413140531028e-06 1.768759358758680705e-09
1.000000000000000000e+00 1.000000000000000000e+01 5.000000000000000000e+01 1.150832623853627275e-05 -1.151323975076786812e-05 -1.173176051172391212e-06 1.960339787146405527e-09
1.000000000000000000e+00 1.100000000000000000e+01 5.000000000000000000e+01 1.268449985939161793e-05 -1.269015224166899926e-05 -1.179271164624653643e-06 2.150340086675629390e-09
1.000000000000000000e+00 1.200000000000000000e+01 5.000000000000000000e+01 1.386686856778558004e-05 -1.387333081761073965e-05 -1.185508097282793766e-06 2.338594789895481101e-09
1.000000000000000000e+00 1.300000000000000000e+01 5.000000000000000000e+01 1.505551605395720546e-05 -1.506286555881271119e-05 -1.191764969370554519e-06 2.524936731283576152e-09
1.000000000000000000e+00 1.400000000000000000e+01 5.000000000000000000e+01 1.625039850652668907e-05 -1.625871891091007344e-05 -1.197908672240028079e-06 2.709197027707507723e-09
1.000000000000000000e+00 1.500000000000000000e+01 5.000000000000000000e+01 1.745133339843726162e-05 -1.746071441152077474e-05 -1.203794942607022656e-06 2.891205090850820021e-09
1.000000000000000000e+00 1.600000000000000000e+01 5.000000000000000000e+01 1.865798839174073439e-05 -1.866852552449180418e-05 -1.209268536329211860e-06 3.070788673045961054e-09
1.000000000000000000e+00 1.700000000000000000e+01 5.000000000000000000e+01 1.986987047109568534e-05 -1.988166469126319313e-05 -1.214163522895071341e-06 3.247773947656862293e-09
1.000000000000000000e+00 1.800000000000000000e+01 5.000000000000000000e+01 2.108631543753087707e-05 -2.109947273070074796e-05 -1.218303722635762177e-06 3.421985624882742123e-09
