1.000000000000000000e+00 -4.744550051000000167e+03 8.855999999999999983e-02 5.610999999999999668e-03
1.100000000000000089e+00 -4.723441859999999906e+03 9.750000000000000333e-02 4.421999999999999716e-03
1.199999999999999956e+00 -4.693148634999999558e+03 1.289760000000000073e-01 5.986000000000000001e-03
1.300000000000000044e+00 -4.661945399000000180e+03 1.549909999999999899e-01 7.138000000000000247e-03
1.399999999999999911e+00 -4.621945399000000180e+03 2.038989999999999969e-01 9.173000000000000598e-03
1.500000000000000000e+00 -4.570410515999999916e+03 2.297669999999999990e-01 9.802999999999999214e-03
1.600000000000000089e+00 -4.498645096000000194e+03 2.923140000000000183e-01 1.291999999999999919e-02
1.699999999999999956e+00 -4.417872599000000264e+03 3.909850000000000270e-01 1.692499999999999907e-02
1.800000000000000044e+00 -4.297904953999999634e+03 5.530199999999999561e-01 2.568300000000000097e-02
1.899999999999999911e+00 -4.174762386000000333e+03 5.306610000000000493e-01 2.210099999999999912e-02
2.000000000000000000e+00 -4.001136501999999837e+03 8.334190000000000209e-01 3.978000000000000286e-02
2.100000000000000089e+00 -3.783300302999999985e+03 1.002753000000000005e+00 4.293999999999999900e-02
2.200000000000000178e+00 -3.531583418000000165e+03 1.028912999999999967e+00 4.782800000000000246e-02
2.299999999999999822e+00 -3.236149645999999848e+03 1.278907999999999934e+00 5.706599999999999867e-02
2.399999999999999911e+00 -2.958628917999999885e+03 1.087096999999999980e+00 5.068600000000000189e-02
2.500000000000000000e+00 -2.740675429999999778e+03 8.549670000000000325e-01 3.852099999999999969e-02
2.600000000000000089e+00 -2.553565216999999848e+03 6.813500000000000112e-01 3.178799999999999681e-02
2.700000000000000178e+00 -2.394058645000000070e+03 5.913019999999999943e-01 2.673100000000000129e-02
2.799999999999999822e+00 -2.261864509999999882e+03 5.239530000000000021e-01 2.284399999999999972e-02
2.899999999999999911e+00 -2.144837208999999802e+03 4.443799999999999972e-01 2.017599999999999949e-02
3.000000000000000000e+00 -2.033249747000000070e+03 3.776360000000000272e-01 1.791999999999999843e-02
