6.929646455628166279e+01 1.139149885813446224e-06 1.611546620978827749e-06
6.859300255857006334e+01 2.279071070093460559e-06 2.549278981437487201e-06
6.789698078707182560e+01 3.420508741455827346e-06 3.607415553767954329e-06
6.720863039818621587e+01 4.564220050768761974e-06 4.707236798531258517e-06
6.652818951391958535e+01 5.710883746523001279e-06 5.827238482775621637e-06
6.585590330410782656e+01 6.861202103545316590e-06 6.959790498055761761e-06
6.519202405202648265e+01 8.015746507028070257e-06 8.101837029752996668e-06
6.453681120105021307e+01 9.175122684982589725e-06 9.251973445383579524e-06
6.389053137985315090e+01 1.033975274393888931e-05 1.040966721925170964e-05
6.325345840347387849e+01 1.151010295171004521e-05 1.157459933593548767e-05
6.262587324740470507e+01 1.268640305080102724e-05 1.274673488251995073e-05
6.200806399170998162e+01 1.386893566678072032e-05 1.392591346278427275e-05
6.140032573203500732e+01 1.505769407211191798e-05 1.511211765009064013e-05
6.080296045424104534e+01 1.625273215537275645e-05 1.630506911575413276e-05
6.021627686929839030e+01 1.745376217788491648e-05 1.750459102583529480e-05
5.964059020499377795e+01 1.866056413068296077e-05 1.871016414768742874e-05
5.907622195096772089e+01 1.987252541625335070e-05 1.992135860487575556e-05
5.852349955359812839e+01 2.108910834117153847e-05 2.113733973103247129e-05
5.798275605729689630e+01 2.230933405915565246e-05 2.235736115439190090e-05
5.745432968889289782e+01 2.353230689085405251e-05 2.358021899102611651e-05
5.693856338194703426e+01 2.475664527067456133e-05 2.480480262390551122e-05
5.643580423808985103e+01 2.598106153834305615e-05 2.602949871103234445e-05
5.594640292279746063e+01 2.720374302218500184e-05 2.725279739035742360e-05
5.547071299343465256e+01 2.842298588936799725e-05 2.847264880600024919e-05
5.500909015790026757e+01 2.963652984634504393e-05 2.968712291282287304e-05
5.456189146281496249e+01 3.084224453789391555e-05 3.089372187124582057e-05
5.412947441089742995e+01 3.203742161777985820e-05 3.209009170537906874e-05
5.371219600798313820e+01 3.321951201604674323e-05 3.327329428025105801e-05
5.331041174104736058e+01 3.438537929120685121e-05 3.444056893837495691e-05
5.292447448959696743e+01 3.553208580318223164e-05 3.558856792662953096e-05
5.255473337388364996e+01 3.665611126433920939e-05 3.671416582904223769e-05
5.220153254455274805e+01 3.775418542838687659e-05 3.781366226129761896e-05
5.186520991955976001e+01 3.882247558162939797e-05 3.888363643010192441e-05
5.154609587543949090e+01 3.985746276573319205e-05 3.992012065662265010e-05
5.124451190127582834e+01 4.085510158186530946e-05 4.091949672616937813e-05
5.096076922496362727e+01 4.181173621165872398e-05 4.187764334777434495e-05
5.069516742254630515e+01 4.272323536446942087e-05 4.279087013691330291e-05
5.044799302251775686e+01 4.358594348462043079e-05 4.365504150760940330e-05
5.021951811795887721e+01 4.439579301288257854e-05 4.446654321606708954e-05
5.000999900019994726e+01 4.514928524738614054e-05 4.522138449336084870e-05
4.981967482832460092e+01 4.584258141106758484e-05 4.591619116851116853e-05
4.964876634922563881e+01 4.647250678300649494e-05 4.654728719953072513e-05
4.949747468305832854e+01 4.703562149089416159e-05 4.711170762054157934e-05
4.936598018878993344e+01 4.752924088486457777e-05 4.760626015401551542e-05
4.925444142409900650e+01 4.795048664462370729e-05 4.802855072782910556e-05
4.916299421312741913e+01 4.829731606030920627e-05 4.837602568491444007e-05
4.909175083453430943e+01 4.856755407391027875e-05 4.864700251191907539e-05
4.904079934095691584e+01 4.875992425537003827e-05 4.883969339981083374e-05
4.901020301937138157e+01 4.887306285042455602e-05 4.895323418152110250e-05
4.900000000000000000e+01 4.890654482184137808e-05 4.898669066585472324e-05
4.901020301937138157e+01 4.885988183590992496e-05 4.894007958323547114e-05
4.904079934095691584e+01 4.873353772062824669e-05 4.881336015719801201e-05
4.909175083453430943e+01 4.852791349038782295e-05 4.860744200398206424e-05
4.916299421312741913e+01 4.824434781643915747e-05 4.832316568024826631e-05
4.925444142409900650e+01 4.788409349324123618e-05 4.796229380088077221e-05
4.936598018878993344e+01 4.744929982849089168e-05 4.752648561218312054e-05
4.949747468305832854e+01 4.694198619014980345e-05 4.701826887465938344e-05
4.964876634922563881e+01 4.636500439868189964e-05 4.644001464965304815e-05
4.981967482832460092e+01 4.572101596779541629e-05 4.579488854387204724e-05
5.000999900019994726e+01 4.501343344967830115e-05 4.508583269136900870e-05
5.021951811795887721e+01 4.424540855639252105e-05 4.431649563345911358e-05
5.044799302251775686e+01 4.342075186940356379e-05 4.349022882600942928e-05
5.069516742254630515e+01 4.254293914461098968e-05 4.261099467380440899e-05
5.096076922496362727e+01 4.161600883540760086e-05 4.168238478145927718e-05
5.124451190127582834e+01 4.064359356934407053e-05 4.070850550275830181e-05
5.154609587543949090e+01 3.962979461240054659e-05 3.969302464767495423e-05
5.186520991955976001e+01 3.857824485335755566e-05 3.864003344041150762e-05
5.220153254455274805e+01 3.749295877203292327e-05 3.755312761434836694e-05
5.255473337388364996e+01 3.637743240981256059e-05 3.643624403049692211e-05
5.292447448959696743e+01 3.523546673286979784e-05 3.529278117669517581e-05
5.331041174104736058e+01 3.407030913991327087e-05 3.412640801845072993e-05
5.371219600798313820e+01 3.288544745975208622e-05 3.294022799855800103e-05
5.412947441089742995e+01 3.168379666467978329e-05 3.173755709075770485e-05
5.456189146281496249e+01 3.046846020661141932e-05 3.052113457110400383e-05
5.500909015790026757e+01 2.924196484489514493e-05 2.929386680155286621e-05
5.547071299343465256e+01 2.800698566363953685e-05 2.805808737661927413e-05
5.594640292279746063e+01 2.676563132467235838e-05 2.681626292142000285e-05
5.643580423808985103e+01 2.552012893959777136e-05 2.557030473400785138e-05
5.693856338194703426e+01 2.427216162624026832e-05 2.432223285474951891e-05
5.745432968889289782e+01 2.302350942157926049e-05 2.307354103390862020e-05
5.798275605729689630e+01 2.177544073306190051e-05 2.182581552238748674e-05
5.852349955359812839e+01 2.052930564309518653e-05 2.058015511052681883e-05
5.907622195096772089e+01 1.928598267143920777e-05 1.933774154000111032e-05
5.964059020499377795e+01 1.804642110018876258e-05 1.809931656298113120e-05
6.021627686929839030e+01 1.681114436249712073e-05 1.686570174066117031e-05
6.080296045424104534e+01 1.558073837044992931e-05 1.563733526802164742e-05
6.140032573203500732e+01 1.435541278379371743e-05 1.441474078753377567e-05
6.200806399170998162e+01 1.313543271817570083e-05 1.319812922429764571e-05
6.262587324740470507e+01 1.192073909701599189e-05 1.198782128517749390e-05
6.325345840347387849e+01 1.071132152795794270e-05 1.078392818486526444e-05
6.389053137985315090e+01 9.506898880960152235e-06 9.586750202138245774e-06
6.453681120105021307e+01 8.307231527856125391e-06 8.396586439486944671e-06
6.519202405202648265e+01 7.111863206977725242e-06 7.214214674670872090e-06
6.585590330410782656e+01 5.920371212597451582e-06 6.041084513359418632e-06
6.652818951391958535e+01 4.732170493826650572e-06 4.880552681212232677e-06
