1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+01 1.139149885813446224e-06 -1.139535535046730280e-06 -1.139535535046730280e-06 2.007979126351670256e-10
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+01 2.279071070093460559e-06 -2.279840697722805294e-06 -1.140679427821190561e-06 4.014365021003240018e-10
1.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+01 3.420508741455827346e-06 -3.421691124206914251e-06 -1.142574490337650707e-06 6.017642699164572342e-10
1.000000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+01 4.564220050768761974e-06 -4.565810247798733417e-06 -1.145187502533586966e-06 8.016132273443662168e-10
1.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+01 5.710883746523001279e-06 -5.712939321904998576e-06 -1.148491026388277308e-06 1.000838840207494360e-09
1.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+01 6.861202103545316590e-06 -6.863715047436272876e-06 -1.152431380252534489e-06 1.199263684074036268e-09
1.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+01 8.015746507028070257e-06 -8.018803164529500870e-06 -1.156960290718636568e-06 1.396749360154662305e-09
1.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+01 9.175122684982589725e-06 -9.178712265279294520e-06 -1.162003118455409524e-06 1.593108358935400588e-09
1.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+01 1.033975274393888931e-05 -1.034399029419378942e-05 -1.167490133363727740e-06 1.788207668800935251e-09
1.000000000000000000e+00 1.000000000000000000e+01 5.000000000000000000e+01 1.151010295171004521e-05 -1.151497520379604984e-05 -1.173325153431068969e-06 1.981849213668142903e-09
1.000000000000000000e+00 1.100000000000000000e+01 5.000000000000000000e+01 1.268640305080102724e-05 -1.269205351765297076e-05 -1.179416357535337557e-06 2.173904747527698157e-09
1.000000000000000000e+00 1.200000000000000000e+01 5.000000000000000000e+01 1.386893566678072032e-05 -1.387534882108341911e-05 -1.185645510655445368e-06 2.364165357090982104e-09
1.000000000000000000e+00 1.300000000000000000e+01 5.000000000000000000e+01 1.505769407211191798e-05 -1.506504138494589774e-05 -1.191898244296018065e-06 2.552507108258825815e-09
1.000000000000000000e+00 1.400000000000000000e+01 5.000000000000000000e+01 1.625273215537275645e-05 -1.626099584210972951e-05 -1.198034052886499252e-06 2.738710227971310118e-09
